signal_id,trading_date,symbol,trade_direction,option_type,option_symbol,target_dte,actual_dte,moneyness_mode,underlying_entry_price,target_strike,strike_price,slippage_per_side,entry_timestamp_et,exit_timestamp_et,raw_entry_premium,raw_exit_premium,entry_fill_premium,exit_fill_premium,entry_contract_cost,exit_contract_value,pnl_per_contract,option_return,entry_bar_volume,exit_bar_volume,result
2026-03-04:TGT:LONG,2026-03-04,TGT,LONG,call,TGT260313C00124000,7,9,OTM_1,123.1,124.33099999999999,124.0,0.025,2026-03-04 09:40:00-05:00,2026-03-04 15:55:00-05:00,2.95,1.44,3.0237499999999997,1.404,302.375,140.39999999999998,-161.97499999999997,-0.5356758991318726,3,2,LOSS
2026-03-04:TTWO:LONG,2026-03-04,TTWO,LONG,call,TTWO260313C00217500,7,9,OTM_1,214.78,216.9278,217.5,0.025,2026-03-04 11:20:00-05:00,2026-03-04 14:20:00-05:00,3.2,4.0,3.28,3.9,328.0,390.0,62.000000000000014,0.18902439024390238,1,1,WIN
2026-03-04:UAL:LONG,2026-03-04,UAL,LONG,call,UAL260313C00104000,7,9,OTM_1,103.01,104.04010000000001,104.0,0.025,2026-03-04 10:00:00-05:00,2026-03-04 15:55:00-05:00,5.0,2.37,5.125,2.31075,512.5,231.07500000000002,-281.425,-0.5491219512195122,5,3,LOSS
2026-03-04:UBER:LONG,2026-03-04,UBER,LONG,call,UBER260313C00076000,7,9,OTM_1,75.24,75.99239999999999,76.0,0.025,2026-03-04 09:40:00-05:00,2026-03-04 15:45:00-05:00,2.01,2.5,2.0602499999999995,2.4375,206.02499999999995,243.75,37.72500000000005,0.18310884601383348,2,3,WIN
2026-03-04:VST:SHORT,2026-03-04,VST,SHORT,put,VST260313P00160000,7,9,OTM_1,162.385,160.76115,160.0,0.025,2026-03-04 11:15:00-05:00,2026-03-04 14:35:00-05:00,5.37,4.52,5.50425,4.406999999999999,550.425,440.69999999999993,-109.72500000000008,-0.19934595994004645,1,2,LOSS
2026-03-04:WDAY:LONG,2026-03-04,WDAY,LONG,call,WDAY260313C00145000,7,9,OTM_1,143.57,145.0057,145.0,0.025,2026-03-04 09:45:00-05:00,2026-03-04 14:55:00-05:00,4.25,4.2,4.356249999999999,4.095,435.62499999999994,409.5,-26.124999999999954,-0.05997130559540875,1,5,LOSS
2026-03-04:WFC:LONG,2026-03-04,WFC,LONG,call,WFC260313C00083000,7,9,OTM_1,82.61,83.4361,83.0,0.025,2026-03-04 10:30:00-05:00,2026-03-04 15:05:00-05:00,1.78,1.91,1.8244999999999998,1.86225,182.45,186.225,3.7750000000000172,0.020690600164428696,66,40,WIN
2026-03-04:XYZ:LONG,2026-03-04,XYZ,LONG,call,XYZ260313C00064000,7,9,OTM_1,63.07,63.7007,64.0,0.025,2026-03-04 09:40:00-05:00,2026-03-04 15:00:00-05:00,1.89,2.75,1.9372499999999997,2.68125,193.72499999999997,268.125,74.40000000000002,0.38404955478126235,3,2,WIN
2026-03-05:APA:SHORT,2026-03-05,APA,SHORT,put,APA260313P00032000,7,8,OTM_1,32.21,31.887900000000002,32.0,0.025,2026-03-05 12:25:00-05:00,2026-03-05 15:15:00-05:00,0.91,0.94,0.93275,0.9165,93.27499999999999,91.64999999999999,-1.6249999999999987,-0.017421602787456414,3,2,LOSS
2026-03-05:BSX:SHORT,2026-03-05,BSX,SHORT,put,BSX260313P00071000,7,8,OTM_1,72.03,71.3097,71.0,0.025,2026-03-05 10:55:00-05:00,2026-03-05 13:50:00-05:00,1.58,1.35,1.6195,1.3162500000000001,161.95,131.625,-30.32499999999998,-0.18724915097252226,1,1,LOSS
2026-03-05:CF:SHORT,2026-03-05,CF,SHORT,put,CF260313P00110000,7,8,OTM_1,110.74,109.6326,110.0,0.025,2026-03-05 10:20:00-05:00,2026-03-05 10:35:00-05:00,2.65,2.8,2.7162499999999996,2.73,271.62499999999994,273.0,1.3750000000000373,0.005062126092959085,1,1,WIN
2026-03-05:CMCSA:LONG,2026-03-05,CMCSA,LONG,call,CMCSA260313C00032000,7,8,OTM_1,31.91,32.2291,32.0,0.025,2026-03-05 10:00:00-05:00,2026-03-05 14:45:00-05:00,0.5,0.43,0.5125,0.41925,51.24999999999999,41.925000000000004,-9.324999999999994,-0.18195121951219506,1,2,LOSS
2026-03-05:COP:SHORT,2026-03-05,COP,SHORT,put,COP260313P00117000,7,8,OTM_1,118.24,117.0576,117.0,0.025,2026-03-05 14:20:00-05:00,2026-03-05 15:50:00-05:00,2.65,2.67,2.7162499999999996,2.60325,271.62499999999994,260.325,-11.299999999999955,-0.04160147261849956,137,20,LOSS
2026-03-05:CVNA:SHORT,2026-03-05,CVNA,SHORT,put,CVNA260313P00320000,7,8,OTM_1,322.64,319.4136,320.0,0.025,2026-03-05 09:40:00-05:00,2026-03-05 15:55:00-05:00,11.6,8.5,11.889999999999999,8.2875,1188.9999999999998,828.75,-360.2499999999999,-0.3029857022708158,2,5,LOSS
2026-03-05:CVX:SHORT,2026-03-05,CVX,SHORT,put,CVX260313P00187500,7,8,OTM_1,188.4,186.516,187.5,0.025,2026-03-05 09:40:00-05:00,2026-03-05 15:50:00-05:00,2.85,2.63,2.9212499999999997,2.56425,292.12499999999994,256.425,-35.699999999999974,-0.12220795892169445,17,2,LOSS
2026-03-05:DECK:SHORT,2026-03-05,DECK,SHORT,put,DECK260313P00108000,7,8,OTM_1,109.42,108.3258,108.0,0.025,2026-03-05 11:30:00-05:00,2026-03-05 11:35:00-05:00,2.65,2.65,2.7162499999999996,2.5837499999999998,271.62499999999994,258.375,-13.249999999999984,-0.04878048780487798,1,1,LOSS
2026-03-05:DVN:SHORT,2026-03-05,DVN,SHORT,put,DVN260313P00044000,7,8,OTM_1,44.33,43.8867,44.0,0.025,2026-03-05 10:10:00-05:00,2026-03-05 15:50:00-05:00,0.99,0.98,1.0147499999999998,0.9555,101.47499999999998,95.55,-5.92499999999998,-0.05838876570583873,4,10,LOSS
2026-03-05:GLW:SHORT,2026-03-05,GLW,SHORT,put,GLW260313P00138000,7,8,OTM_1,139.03,137.6397,138.0,0.025,2026-03-05 09:45:00-05:00,2026-03-05 15:55:00-05:00,4.75,8.1,4.8687499999999995,7.897499999999999,486.87499999999994,789.7499999999999,302.87499999999994,0.6220795892169448,24,11,WIN
2026-03-05:HUM:SHORT,2026-03-05,HUM,SHORT,put,HUM260313P00180000,7,8,OTM_1,182.395,180.57105,180.0,0.025,2026-03-05 09:45:00-05:00,2026-03-05 15:25:00-05:00,4.64,4.65,4.755999999999999,4.53375,475.5999999999999,453.37500000000006,-22.224999999999895,-0.04673044575273322,2,1,LOSS
2026-03-05:LEN:SHORT,2026-03-05,LEN,SHORT,put,LEN260313P00105000,7,8,OTM_1,106.32,105.2568,105.0,0.025,2026-03-05 10:40:00-05:00,2026-03-05 15:20:00-05:00,3.1,3.7,3.1774999999999998,3.6075,317.75,360.75,43.000000000000014,0.1353265145554683,1,15,WIN
2026-03-05:LRCX:SHORT,2026-03-05,LRCX,SHORT,put,LRCX260313P00217500,7,8,OTM_1,219.47,217.2753,217.5,0.025,2026-03-05 09:40:00-05:00,2026-03-05 15:05:00-05:00,9.55,11.3,9.78875,11.0175,978.875,1101.75,122.87499999999997,0.12552675264972546,1,1,WIN
2026-03-05:NCLH:SHORT,2026-03-05,NCLH,SHORT,put,NCLH260313P00021000,7,8,OTM_1,21.29,21.077099999999998,21.0,0.025,2026-03-05 09:40:00-05:00,2026-03-05 15:55:00-05:00,0.61,0.76,0.62525,0.741,62.525,74.1,11.575000000000003,0.18512594962015205,2,12,WIN
2026-03-05:OXY:SHORT,2026-03-05,OXY,SHORT,put,OXY260313P00054000,7,8,OTM_1,54.33,53.786699999999996,54.0,0.025,2026-03-05 09:40:00-05:00,2026-03-05 15:25:00-05:00,1.36,1.94,1.394,1.8915,139.39999999999998,189.15,49.75000000000001,0.3568866571018652,4,2,WIN
2026-03-05:STX:SHORT,2026-03-05,STX,SHORT,put,STX260313P00370000,7,8,OTM_1,374.145,370.40355,370.0,0.025,2026-03-05 09:45:00-05:00,2026-03-05 15:40:00-05:00,16.0,18.85,16.4,18.37875,1639.9999999999998,1837.875,197.87500000000017,0.12065548780487823,1,1,WIN
2026-03-05:STZ:SHORT,2026-03-05,STZ,SHORT,put,STZ260313P00150000,7,8,OTM_1,151.485,149.97015000000002,150.0,0.025,2026-03-05 10:20:00-05:00,2026-03-05 14:40:00-05:00,2.0,3.7,2.05,3.6075,204.99999999999997,360.75,155.75,0.7597560975609756,1,10,WIN
2026-03-05:T:LONG,2026-03-05,T,LONG,call,T260313C00029000,7,8,OTM_1,28.77,29.0577,29.0,0.025,2026-03-05 09:40:00-05:00,2026-03-05 15:55:00-05:00,0.35,0.48,0.35874999999999996,0.46799999999999997,35.87499999999999,46.8,10.925,0.30452961672473866,2,11,WIN
2026-03-05:TPR:LONG,2026-03-05,TPR,LONG,call,TPR260313C00152500,7,8,OTM_1,151.82,153.3382,152.5,0.025,2026-03-05 11:05:00-05:00,2026-03-05 14:30:00-05:00,2.62,2.1,2.6854999999999998,2.0475,268.54999999999995,204.75,-63.79999999999999,-0.23757214671383353,1,1,LOSS
2026-03-05:TXN:SHORT,2026-03-05,TXN,SHORT,put,TXN260313P00200000,7,8,OTM_1,201.51,199.4949,200.0,0.025,2026-03-05 10:10:00-05:00,2026-03-05 14:25:00-05:00,3.8,7.02,3.8949999999999996,6.844499999999999,389.49999999999994,684.4499999999999,294.94999999999993,0.7572528883183569,10,2,WIN
2026-03-06:ABNB:LONG,2026-03-06,ABNB,LONG,call,ABNB260313C00134000,7,7,OTM_1,132.66,133.9866,134.0,0.025,2026-03-06 09:45:00-05:00,2026-03-06 15:50:00-05:00,2.67,2.62,2.73675,2.5545,273.67499999999995,255.45,-18.22499999999998,-0.0665935872841874,1,2,LOSS
2026-03-06:ADSK:LONG,2026-03-06,ADSK,LONG,call,ADSK260313C00262500,7,7,OTM_1,260.42,263.0242,262.5,0.025,2026-03-06 10:10:00-05:00,2026-03-06 15:50:00-05:00,4.4,4.9,4.51,4.7775,451.0,477.75,26.750000000000007,0.059312638580931276,1,1,WIN
2026-03-06:APP:LONG,2026-03-06,APP,LONG,call,APP260313C00502500,7,7,OTM_1,496.675,501.64175,502.5,0.025,2026-03-06 09:50:00-05:00,2026-03-06 15:55:00-05:00,22.04,23.69,22.590999999999998,23.09775,2259.1,2309.775,50.67500000000038,0.022431499269620847,7,4,WIN
2026-03-06:AXP:LONG,2026-03-06,AXP,LONG,call,AXP260313C00297500,7,7,OTM_1,295.79,298.7479,297.5,0.025,2026-03-06 09:55:00-05:00,2026-03-06 15:15:00-05:00,8.1,9.0,8.302499999999998,8.775,830.2499999999999,877.5,47.25000000000019,0.056910569105691255,1,1,WIN
2026-03-06:BAC:LONG,2026-03-06,BAC,LONG,call,BAC260313C00048000,7,7,OTM_1,47.65,48.1265,48.0,0.025,2026-03-06 09:40:00-05:00,2026-03-06 15:55:00-05:00,1.01,1.37,1.03525,1.33575,103.525,133.575,30.049999999999997,0.2902680511953635,164,28,WIN
2026-03-06:BKNG:LONG,2026-03-06,BKNG,LONG,call,BKNG260313C04540000,7,7,OTM_1,4494.54,4539.4854,4540.0,0.025,2026-03-06 12:50:00-05:00,2026-03-06 15:05:00-05:00,92.7,115.0,95.0175,112.125,9501.75,11212.5,1710.7500000000002,0.18004578104033464,1,2,WIN
2026-03-06:BX:LONG,2026-03-06,BX,LONG,call,BX260313C00111000,7,7,OTM_1,109.74,110.8374,111.0,0.025,2026-03-06 09:40:00-05:00,2026-03-06 15:55:00-05:00,3.0,3.3,3.0749999999999997,3.2175,307.5,321.75,14.250000000000007,0.04634146341463419,17,12,WIN
2026-03-06:C:LONG,2026-03-06,C,LONG,call,C260313C00104000,7,7,OTM_1,103.17,104.2017,104.0,0.025,2026-03-06 09:40:00-05:00,2026-03-06 15:10:00-05:00,2.65,3.8,2.7162499999999996,3.7049999999999996,271.62499999999994,370.49999999999994,98.875,0.36401288541187315,1,2,WIN
2026-03-06:CIEN:SHORT,2026-03-06,CIEN,SHORT,put,CIEN260313P00300000,7,7,OTM_1,303.64,300.6036,300.0,0.025,2026-03-06 09:45:00-05:00,2026-03-06 15:30:00-05:00,15.29,17.08,15.672249999999998,16.653,1567.225,1665.3,98.07500000000005,0.06257876182424349,1,1,WIN
2026-03-06:CMCSA:LONG,2026-03-06,CMCSA,LONG,call,CMCSA260313C00031500,7,7,OTM_1,31.295,31.607950000000002,31.5,0.025,2026-03-06 09:40:00-05:00,2026-03-06 15:50:00-05:00,0.46,0.77,0.4715,0.75075,47.15,75.075,27.925000000000004,0.5922587486744435,5,4,WIN
2026-03-06:COHR:SHORT,2026-03-06,COHR,SHORT,put,COHR260313P00242500,7,7,OTM_1,243.945,241.50555,242.5,0.025,2026-03-06 10:15:00-05:00,2026-03-06 15:40:00-05:00,8.8,20.11,9.02,19.60725,902.0,1960.7250000000001,1058.7250000000001,1.1737527716186253,1,1,WIN
2026-03-06:COST:SHORT,2026-03-06,COST,SHORT,put,COST260313P00975000,7,7,OTM_1,984.76,974.9123999999999,975.0,0.025,2026-03-06 09:40:00-05:00,2026-03-06 15:55:00-05:00,12.77,6.25,13.089249999999998,6.09375,1308.9249999999997,609.375,-699.5499999999998,-0.5344462058559505,1,1,LOSS
2026-03-06:CRM:LONG,2026-03-06,CRM,LONG,call,CRM260313C00202500,7,7,OTM_1,199.935,201.93435,202.5,0.025,2026-03-06 09:40:00-05:00,2026-03-06 15:55:00-05:00,3.8,5.18,3.8949999999999996,5.0504999999999995,389.49999999999994,505.04999999999995,115.55,0.29666238767650843,7,5,WIN
2026-03-06:CVNA:LONG,2026-03-06,CVNA,LONG,call,CVNA260313C00322500,7,7,OTM_1,318.38,321.5638,322.5,0.025,2026-03-06 10:15:00-05:00,2026-03-06 15:35:00-05:00,10.8,11.3,11.07,11.0175,1107.0,1101.75,-5.250000000000021,-0.004742547425474308,6,2,LOSS
2026-03-06:DE:SHORT,2026-03-06,DE,SHORT,put,DE260313P00582500,7,7,OTM_1,587.64,581.7636,582.5,0.025,2026-03-06 10:05:00-05:00,2026-03-06 10:45:00-05:00,10.76,8.89,11.028999999999998,8.66775,1102.8999999999999,866.775,-236.12499999999983,-0.2140946595339558,1,1,LOSS
2026-03-06:DG:SHORT,2026-03-06,DG,SHORT,put,DG260313P00146000,7,7,OTM_1,146.99,145.5201,146.0,0.025,2026-03-06 09:55:00-05:00,2026-03-06 10:05:00-05:00,6.7,7.5,6.8675,7.3125,686.75,731.25,44.50000000000003,0.06479796141245009,2,2,WIN
2026-03-06:DLTR:SHORT,2026-03-06,DLTR,SHORT,put,DLTR260313P00114000,7,7,OTM_1,114.89,113.7411,114.0,0.025,2026-03-06 10:10:00-05:00,2026-03-06 11:25:00-05:00,2.77,2.64,2.83925,2.574,283.92499999999995,257.4,-26.525,-0.09342255877432426,1,1,LOSS
2026-03-06:DOW:LONG,2026-03-06,DOW,LONG,call,DOW260313C00034000,7,7,OTM_1,33.84,34.1784,34.0,0.025,2026-03-06 09:40:00-05:00,2026-03-06 15:55:00-05:00,0.94,0.74,0.9634999999999999,0.7215,96.35,72.15,-24.19999999999999,-0.2511676180591592,100,1,LOSS
2026-03-06:EBAY:LONG,2026-03-06,EBAY,LONG,call,EBAY260313C00093000,7,7,OTM_1,92.025,92.94525,93.0,0.025,2026-03-06 09:40:00-05:00,2026-03-06 15:25:00-05:00,1.48,1.71,1.517,1.66725,151.7,166.725,15.024999999999999,0.09904416611733691,1,1,WIN
2026-03-06:FISV:LONG,2026-03-06,FISV,LONG,call,FISV260313C00063000,7,7,OTM_1,62.55,63.1755,63.0,0.025,2026-03-06 09:50:00-05:00,2026-03-06 15:50:00-05:00,1.17,1.67,1.19925,1.62825,119.925,162.825,42.900000000000006,0.3577235772357725,3,60,WIN
