option_symbol,timestamp_utc,timestamp_et,trading_date,open,high,low,close,volume,trade_count,vwap
ABNB260313C00133000,2026-03-06T16:30:00+00:00,2026-03-06 11:30:00-05:00,2026-03-06,2.8,2.8,2.8,2.8,8,1,2.8
ABNB260313C00133000,2026-03-06T17:20:00+00:00,2026-03-06 12:20:00-05:00,2026-03-06,3.04,3.04,3.04,3.04,5,1,3.04
ABNB260313C00133000,2026-03-06T18:05:00+00:00,2026-03-06 13:05:00-05:00,2026-03-06,2.84,2.87,2.84,2.87,2,2,2.855
ABNB260313C00133000,2026-03-06T18:10:00+00:00,2026-03-06 13:10:00-05:00,2026-03-06,2.89,2.89,2.89,2.89,1,1,2.89
ABNB260313C00133000,2026-03-06T18:20:00+00:00,2026-03-06 13:20:00-05:00,2026-03-06,2.9,2.9,2.9,2.9,1,1,2.9
ABNB260313C00133000,2026-03-06T18:25:00+00:00,2026-03-06 13:25:00-05:00,2026-03-06,2.78,2.78,2.78,2.78,8,1,2.78
ABNB260313C00133000,2026-03-06T19:25:00+00:00,2026-03-06 14:25:00-05:00,2026-03-06,3.12,3.12,3.12,3.12,1,1,3.12
ABNB260313C00133000,2026-03-06T20:50:00+00:00,2026-03-06 15:50:00-05:00,2026-03-06,3.29,3.29,3.18,3.18,3,2,3.216667
ABNB260313C00134000,2026-03-03T14:50:00+00:00,2026-03-03 09:50:00-05:00,2026-03-03,2.67,2.7,2.59,2.61,4,4,2.6425
ABNB260313C00134000,2026-03-03T17:10:00+00:00,2026-03-03 12:10:00-05:00,2026-03-03,2.5,2.5,2.5,2.5,1,1,2.5
ABNB260313C00134000,2026-03-03T18:35:00+00:00,2026-03-03 13:35:00-05:00,2026-03-03,3.24,3.24,3.24,3.24,1,1,3.24
ABNB260313C00134000,2026-03-03T20:35:00+00:00,2026-03-03 15:35:00-05:00,2026-03-03,3.11,3.11,3.11,3.11,2,2,3.11
ABNB260313C00134000,2026-03-04T15:35:00+00:00,2026-03-04 10:35:00-05:00,2026-03-04,5.5,5.5,5.5,5.5,2,1,5.5
ABNB260313C00134000,2026-03-04T20:20:00+00:00,2026-03-04 15:20:00-05:00,2026-03-04,4.43,4.43,4.43,4.43,1,1,4.43
ABNB260313C00134000,2026-03-05T18:00:00+00:00,2026-03-05 13:00:00-05:00,2026-03-05,3.9,3.9,3.9,3.9,1,1,3.9
ABNB260313C00134000,2026-03-05T19:10:00+00:00,2026-03-05 14:10:00-05:00,2026-03-05,4.11,4.11,4.11,4.11,2,1,4.11
ABNB260313C00134000,2026-03-05T20:30:00+00:00,2026-03-05 15:30:00-05:00,2026-03-05,4.2,4.2,4.2,4.2,1,1,4.2
ABNB260313C00134000,2026-03-06T14:30:00+00:00,2026-03-06 09:30:00-05:00,2026-03-06,2.98,2.98,2.98,2.98,1,1,2.98
ABNB260313C00134000,2026-03-06T14:45:00+00:00,2026-03-06 09:45:00-05:00,2026-03-06,2.67,2.67,2.67,2.67,1,1,2.67
ABNB260313C00134000,2026-03-06T14:55:00+00:00,2026-03-06 09:55:00-05:00,2026-03-06,2.15,2.4,2.14,2.14,2006,14,2.154885
ABNB260313C00134000,2026-03-06T15:30:00+00:00,2026-03-06 10:30:00-05:00,2026-03-06,2.52,2.52,2.52,2.52,1,1,2.52
ABNB260313C00134000,2026-03-06T16:25:00+00:00,2026-03-06 11:25:00-05:00,2026-03-06,2.42,2.42,2.42,2.42,2,1,2.42
ABNB260313C00134000,2026-03-06T16:35:00+00:00,2026-03-06 11:35:00-05:00,2026-03-06,2.39,2.39,2.39,2.39,2,1,2.39
ABNB260313C00134000,2026-03-06T17:00:00+00:00,2026-03-06 12:00:00-05:00,2026-03-06,2.6,2.6,2.6,2.6,1,1,2.6
ABNB260313C00134000,2026-03-06T18:10:00+00:00,2026-03-06 13:10:00-05:00,2026-03-06,2.39,2.39,2.39,2.39,1,1,2.39
ABNB260313C00134000,2026-03-06T18:20:00+00:00,2026-03-06 13:20:00-05:00,2026-03-06,2.47,2.47,2.47,2.47,15,6,2.47
ABNB260313C00134000,2026-03-06T18:45:00+00:00,2026-03-06 13:45:00-05:00,2026-03-06,2.29,2.29,2.29,2.29,1,1,2.29
ABNB260313C00134000,2026-03-06T19:35:00+00:00,2026-03-06 14:35:00-05:00,2026-03-06,2.65,2.65,2.65,2.65,2,1,2.65
ABNB260313C00134000,2026-03-06T20:35:00+00:00,2026-03-06 15:35:00-05:00,2026-03-06,2.85,2.85,2.85,2.85,1,1,2.85
ABNB260313C00134000,2026-03-06T20:50:00+00:00,2026-03-06 15:50:00-05:00,2026-03-06,2.62,2.62,2.62,2.62,2,2,2.62
ABNB260313C00135000,2026-03-03T17:40:00+00:00,2026-03-03 12:40:00-05:00,2026-03-03,2.25,2.25,2.25,2.25,1,1,2.25
ABNB260313C00135000,2026-03-03T17:55:00+00:00,2026-03-03 12:55:00-05:00,2026-03-03,2.27,2.27,2.27,2.27,6,1,2.27
ABNB260313C00135000,2026-03-03T20:00:00+00:00,2026-03-03 15:00:00-05:00,2026-03-03,3.05,3.05,3.05,3.05,1,1,3.05
ABNB260313C00135000,2026-03-04T15:55:00+00:00,2026-03-04 10:55:00-05:00,2026-03-04,5.1,5.1,5.1,5.1,1,1,5.1
ABNB260313C00135000,2026-03-05T14:30:00+00:00,2026-03-05 09:30:00-05:00,2026-03-05,3.58,3.58,3.58,3.58,2,1,3.58
ABNB260313C00135000,2026-03-05T14:45:00+00:00,2026-03-05 09:45:00-05:00,2026-03-05,5.42,5.42,5.42,5.42,1,1,5.42
ABNB260313C00135000,2026-03-05T15:10:00+00:00,2026-03-05 10:10:00-05:00,2026-03-05,5.33,5.33,5.33,5.33,3,1,5.33
ABNB260313C00135000,2026-03-05T17:00:00+00:00,2026-03-05 12:00:00-05:00,2026-03-05,3.55,3.62,3.55,3.62,2,2,3.585
ABNB260313C00135000,2026-03-05T17:35:00+00:00,2026-03-05 12:35:00-05:00,2026-03-05,3.65,3.65,3.65,3.65,1,1,3.65
ABNB260313C00135000,2026-03-05T18:05:00+00:00,2026-03-05 13:05:00-05:00,2026-03-05,3.56,3.56,3.56,3.56,1,1,3.56
ABNB260313C00135000,2026-03-05T18:15:00+00:00,2026-03-05 13:15:00-05:00,2026-03-05,3.7,3.7,3.7,3.7,1,1,3.7
ABNB260313C00135000,2026-03-05T19:20:00+00:00,2026-03-05 14:20:00-05:00,2026-03-05,3.57,3.57,3.57,3.57,1,1,3.57
ABNB260313C00135000,2026-03-05T20:55:00+00:00,2026-03-05 15:55:00-05:00,2026-03-05,3.6,3.6,3.6,3.6,1,1,3.6
ABNB260313C00135000,2026-03-06T14:35:00+00:00,2026-03-06 09:35:00-05:00,2026-03-06,2.4,2.4,2.4,2.4,1,1,2.4
ABNB260313C00135000,2026-03-06T14:55:00+00:00,2026-03-06 09:55:00-05:00,2026-03-06,1.96,1.96,1.96,1.96,1,1,1.96
ABNB260313C00135000,2026-03-06T15:30:00+00:00,2026-03-06 10:30:00-05:00,2026-03-06,2.22,2.24,2.22,2.24,9,3,2.237778
ABNB260313C00135000,2026-03-06T15:35:00+00:00,2026-03-06 10:35:00-05:00,2026-03-06,2.4,2.4,2.37,2.4,4,4,2.3925
ABNB260313C00135000,2026-03-06T16:10:00+00:00,2026-03-06 11:10:00-05:00,2026-03-06,2.24,2.24,2.24,2.24,6,1,2.24
ABNB260313C00135000,2026-03-06T16:25:00+00:00,2026-03-06 11:25:00-05:00,2026-03-06,2.1,2.1,2.1,2.1,1,1,2.1
ABNB260313C00135000,2026-03-06T16:55:00+00:00,2026-03-06 11:55:00-05:00,2026-03-06,2.1,2.1,2.1,2.1,1,1,2.1
ABNB260313C00135000,2026-03-06T17:15:00+00:00,2026-03-06 12:15:00-05:00,2026-03-06,2.05,2.05,2.05,2.05,10,2,2.05
ABNB260313C00135000,2026-03-06T18:35:00+00:00,2026-03-06 13:35:00-05:00,2026-03-06,1.85,1.85,1.85,1.85,2,2,1.85
ABNB260313C00135000,2026-03-06T19:40:00+00:00,2026-03-06 14:40:00-05:00,2026-03-06,2.16,2.23,2.16,2.23,3,2,2.183333
ABNB260313C00135000,2026-03-06T20:15:00+00:00,2026-03-06 15:15:00-05:00,2026-03-06,2.24,2.24,2.24,2.24,4,1,2.24
ABNB260313C00135000,2026-03-06T20:50:00+00:00,2026-03-06 15:50:00-05:00,2026-03-06,2.18,2.18,2.13,2.13,11,4,2.134545
ABNB260313C00135000,2026-03-06T20:55:00+00:00,2026-03-06 15:55:00-05:00,2026-03-06,2.08,2.18,2.08,2.18,8,4,2.12125
ABNB260320C00130000,2026-03-03T15:30:00+00:00,2026-03-03 10:30:00-05:00,2026-03-03,5.25,5.25,5.25,5.25,1,1,5.25
ABNB260320C00130000,2026-03-03T15:45:00+00:00,2026-03-03 10:45:00-05:00,2026-03-03,5.04,5.04,5.04,5.04,9,1,5.04
ABNB260320C00130000,2026-03-03T18:25:00+00:00,2026-03-03 13:25:00-05:00,2026-03-03,5.85,5.85,5.85,5.85,10,1,5.85
ABNB260320C00130000,2026-03-03T19:25:00+00:00,2026-03-03 14:25:00-05:00,2026-03-03,6.55,6.55,6.5,6.5,99,6,6.540909
ABNB260320C00130000,2026-03-04T14:30:00+00:00,2026-03-04 09:30:00-05:00,2026-03-04,6.8,6.8,6.8,6.8,16,2,6.8
ABNB260320C00130000,2026-03-04T14:50:00+00:00,2026-03-04 09:50:00-05:00,2026-03-04,6.85,7.75,6.85,7.75,38,4,7.126315
ABNB260320C00130000,2026-03-04T15:00:00+00:00,2026-03-04 10:00:00-05:00,2026-03-04,8.8,8.8,8.75,8.75,16,2,8.784375
ABNB260320C00130000,2026-03-04T15:20:00+00:00,2026-03-04 10:20:00-05:00,2026-03-04,8.6,8.6,8.6,8.6,2,1,8.6
ABNB260320C00130000,2026-03-04T15:35:00+00:00,2026-03-04 10:35:00-05:00,2026-03-04,9.15,9.15,9.15,9.15,1,1,9.15
ABNB260320C00130000,2026-03-04T15:45:00+00:00,2026-03-04 10:45:00-05:00,2026-03-04,9.24,9.24,9.15,9.15,2,2,9.195
ABNB260320C00130000,2026-03-04T16:20:00+00:00,2026-03-04 11:20:00-05:00,2026-03-04,9.06,9.06,9.06,9.06,3,1,9.06
ABNB260320C00130000,2026-03-04T16:40:00+00:00,2026-03-04 11:40:00-05:00,2026-03-04,9.4,9.4,9.2,9.2,2,2,9.3
ABNB260320C00130000,2026-03-04T16:50:00+00:00,2026-03-04 11:50:00-05:00,2026-03-04,9.28,9.28,9.28,9.28,2,1,9.28
ABNB260320C00130000,2026-03-04T16:55:00+00:00,2026-03-04 11:55:00-05:00,2026-03-04,8.96,8.96,8.96,8.96,10,1,8.96
ABNB260320C00130000,2026-03-04T19:15:00+00:00,2026-03-04 14:15:00-05:00,2026-03-04,8.52,8.52,8.52,8.52,1,1,8.52
ABNB260320C00130000,2026-03-04T19:25:00+00:00,2026-03-04 14:25:00-05:00,2026-03-04,8.15,8.15,8.15,8.15,12,8,8.15
ABNB260320C00130000,2026-03-04T20:55:00+00:00,2026-03-04 15:55:00-05:00,2026-03-04,7.9,7.9,7.9,7.9,10,2,7.9
ABNB260320C00130000,2026-03-05T14:30:00+00:00,2026-03-05 09:30:00-05:00,2026-03-05,9.39,9.39,9.39,9.39,2,1,9.39
ABNB260320C00130000,2026-03-05T14:40:00+00:00,2026-03-05 09:40:00-05:00,2026-03-05,9.94,9.94,9.94,9.94,4,2,9.94
ABNB260320C00130000,2026-03-05T15:15:00+00:00,2026-03-05 10:15:00-05:00,2026-03-05,9.36,9.36,9.36,9.36,1,1,9.36
ABNB260320C00130000,2026-03-05T16:30:00+00:00,2026-03-05 11:30:00-05:00,2026-03-05,7.57,7.57,7.53,7.53,3,2,7.556667
ABNB260320C00130000,2026-03-05T17:05:00+00:00,2026-03-05 12:05:00-05:00,2026-03-05,8.21,8.21,8.21,8.21,2,1,8.21
ABNB260320C00130000,2026-03-05T17:10:00+00:00,2026-03-05 12:10:00-05:00,2026-03-05,7.96,7.96,7.96,7.96,1,1,7.96
ABNB260320C00130000,2026-03-05T19:55:00+00:00,2026-03-05 14:55:00-05:00,2026-03-05,7.7,7.7,7.7,7.7,2,1,7.7
ABNB260320C00130000,2026-03-06T14:30:00+00:00,2026-03-06 09:30:00-05:00,2026-03-06,5.95,5.95,5.95,5.95,1,1,5.95
ABNB260320C00130000,2026-03-06T14:50:00+00:00,2026-03-06 09:50:00-05:00,2026-03-06,5.39,5.39,5.39,5.39,1,1,5.39
ABNB260320C00130000,2026-03-06T17:45:00+00:00,2026-03-06 12:45:00-05:00,2026-03-06,5.7,5.7,5.7,5.7,1,1,5.7
ABNB260320C00130000,2026-03-06T18:40:00+00:00,2026-03-06 13:40:00-05:00,2026-03-06,5.8,5.8,5.8,5.8,2,1,5.8
ABNB260320C00130000,2026-03-06T19:00:00+00:00,2026-03-06 14:00:00-05:00,2026-03-06,5.65,5.65,5.65,5.65,1,1,5.65
ABNB260320C00130000,2026-03-06T20:20:00+00:00,2026-03-06 15:20:00-05:00,2026-03-06,6.3,6.3,6.3,6.3,1,1,6.3
ABNB260320C00131000,2026-03-03T15:55:00+00:00,2026-03-03 10:55:00-05:00,2026-03-03,4.35,4.35,4.35,4.35,1,1,4.35
ABNB260320C00131000,2026-03-03T16:45:00+00:00,2026-03-03 11:45:00-05:00,2026-03-03,4.81,4.82,4.81,4.82,4,2,4.8125
ABNB260320C00131000,2026-03-03T18:30:00+00:00,2026-03-03 13:30:00-05:00,2026-03-03,5.6,5.6,5.6,5.6,1,1,5.6
ABNB260320C00131000,2026-03-03T20:55:00+00:00,2026-03-03 15:55:00-05:00,2026-03-03,5.85,5.85,5.85,5.85,1,1,5.85
ABNB260320C00131000,2026-03-04T16:00:00+00:00,2026-03-04 11:00:00-05:00,2026-03-04,8.57,8.57,8.57,8.57,4,4,8.57
ABNB260320C00131000,2026-03-04T16:55:00+00:00,2026-03-04 11:55:00-05:00,2026-03-04,8.15,8.15,8.1,8.1,4,3,8.1375
ABNB260320C00131000,2026-03-04T18:20:00+00:00,2026-03-04 13:20:00-05:00,2026-03-04,7.55,7.55,7.55,7.55,5,5,7.55
ABNB260320C00131000,2026-03-05T14:30:00+00:00,2026-03-05 09:30:00-05:00,2026-03-05,8.6,8.6,8.6,8.6,12,1,8.6
ABNB260320C00131000,2026-03-05T15:30:00+00:00,2026-03-05 10:30:00-05:00,2026-03-05,6.95,6.95,6.95,6.95,1,1,6.95
ABNB260320C00131000,2026-03-06T16:55:00+00:00,2026-03-06 11:55:00-05:00,2026-03-06,5.4,5.4,5.4,5.4,2,2,5.4
ABNB260320C00133000,2026-03-03T14:30:00+00:00,2026-03-03 09:30:00-05:00,2026-03-03,4.9,4.9,4.9,4.9,1,1,4.9
ABNB260320C00133000,2026-03-03T14:45:00+00:00,2026-03-03 09:45:00-05:00,2026-03-03,4.05,4.05,4.05,4.05,2,1,4.05
ABNB260320C00133000,2026-03-03T16:55:00+00:00,2026-03-03 11:55:00-05:00,2026-03-03,3.68,3.68,3.68,3.68,1,1,3.68
ABNB260320C00133000,2026-03-03T19:40:00+00:00,2026-03-03 14:40:00-05:00,2026-03-03,5.2,5.2,5.2,5.2,1,1,5.2
ABNB260320C00133000,2026-03-04T14:50:00+00:00,2026-03-04 09:50:00-05:00,2026-03-04,6.1,6.1,6.1,6.1,5,1,6.1
ABNB260320C00133000,2026-03-04T16:55:00+00:00,2026-03-04 11:55:00-05:00,2026-03-04,6.7,6.7,6.7,6.7,3,3,6.7
ABNB260320C00133000,2026-03-04T18:10:00+00:00,2026-03-04 13:10:00-05:00,2026-03-04,6.52,6.52,6.52,6.52,1,1,6.52
ABNB260320C00133000,2026-03-05T14:30:00+00:00,2026-03-05 09:30:00-05:00,2026-03-05,6.35,6.35,6.35,6.35,20,1,6.35
ABNB260320C00133000,2026-03-06T14:30:00+00:00,2026-03-06 09:30:00-05:00,2026-03-06,3.15,3.15,3.15,3.15,10,1,3.15
ABNB260320C00133000,2026-03-06T16:05:00+00:00,2026-03-06 11:05:00-05:00,2026-03-06,4.55,4.55,4.55,4.55,1,1,4.55
ABNB260320C00133000,2026-03-06T16:15:00+00:00,2026-03-06 11:15:00-05:00,2026-03-06,4.3,4.3,4.3,4.3,10,1,4.3
ABNB260320C00133000,2026-03-06T18:30:00+00:00,2026-03-06 13:30:00-05:00,2026-03-06,3.9,3.9,3.9,3.9,2,1,3.9
ABNB260320C00134000,2026-03-03T15:15:00+00:00,2026-03-03 10:15:00-05:00,2026-03-03,3.19,3.19,3.19,3.19,4,1,3.19
ABNB260320C00134000,2026-03-03T18:45:00+00:00,2026-03-03 13:45:00-05:00,2026-03-03,4.4,4.4,4.4,4.4,1,1,4.4
ABNB260320C00134000,2026-03-04T20:40:00+00:00,2026-03-04 15:40:00-05:00,2026-03-04,5.45,5.45,5.45,5.45,6,5,5.45
ABNB260320C00134000,2026-03-04T20:45:00+00:00,2026-03-04 15:45:00-05:00,2026-03-04,5.45,5.45,5.45,5.45,3,3,5.45
ABNB260320C00134000,2026-03-06T15:50:00+00:00,2026-03-06 10:50:00-05:00,2026-03-06,3.93,3.93,3.93,3.93,1,1,3.93
ABNB260320C00134000,2026-03-06T16:55:00+00:00,2026-03-06 11:55:00-05:00,2026-03-06,3.7,3.7,3.7,3.7,1,1,3.7
ABNB260320C00134000,2026-03-06T18:30:00+00:00,2026-03-06 13:30:00-05:00,2026-03-06,3.44,3.44,3.44,3.44,1,1,3.44
ABNB260320C00135000,2026-03-03T14:45:00+00:00,2026-03-03 09:45:00-05:00,2026-03-03,3.3,3.3,3.3,3.3,1,1,3.3
ABNB260320C00135000,2026-03-03T15:30:00+00:00,2026-03-03 10:30:00-05:00,2026-03-03,3.09,3.09,3.09,3.09,1,1,3.09
ABNB260320C00135000,2026-03-03T16:15:00+00:00,2026-03-03 11:15:00-05:00,2026-03-03,2.78,2.78,2.78,2.78,3,2,2.78
ABNB260320C00135000,2026-03-03T16:45:00+00:00,2026-03-03 11:45:00-05:00,2026-03-03,2.94,2.94,2.94,2.94,2,1,2.94
ABNB260320C00135000,2026-03-03T17:10:00+00:00,2026-03-03 12:10:00-05:00,2026-03-03,3.0,3.0,3.0,3.0,1,1,3.0
ABNB260320C00135000,2026-03-03T19:35:00+00:00,2026-03-03 14:35:00-05:00,2026-03-03,3.77,3.77,3.77,3.77,2,1,3.77
ABNB260320C00135000,2026-03-03T20:50:00+00:00,2026-03-03 15:50:00-05:00,2026-03-03,3.5,3.5,3.5,3.5,1,1,3.5
ABNB260320C00135000,2026-03-03T20:55:00+00:00,2026-03-03 15:55:00-05:00,2026-03-03,3.7,3.7,3.7,3.7,6,2,3.7
ABNB260320C00135000,2026-03-04T15:40:00+00:00,2026-03-04 10:40:00-05:00,2026-03-04,5.71,5.71,5.67,5.67,2,2,5.69
ABNB260320C00135000,2026-03-04T15:45:00+00:00,2026-03-04 10:45:00-05:00,2026-03-04,5.65,5.65,5.65,5.65,1,1,5.65
ABNB260320C00135000,2026-03-04T15:50:00+00:00,2026-03-04 10:50:00-05:00,2026-03-04,5.75,5.75,5.75,5.75,1,1,5.75
ABNB260320C00135000,2026-03-04T15:55:00+00:00,2026-03-04 10:55:00-05:00,2026-03-04,5.85,5.85,5.85,5.85,5,1,5.85
ABNB260320C00135000,2026-03-04T16:05:00+00:00,2026-03-04 11:05:00-05:00,2026-03-04,5.7,5.7,5.7,5.7,1,1,5.7
ABNB260320C00135000,2026-03-04T16:25:00+00:00,2026-03-04 11:25:00-05:00,2026-03-04,5.71,5.71,5.71,5.71,2,1,5.71
ABNB260320C00135000,2026-03-04T16:50:00+00:00,2026-03-04 11:50:00-05:00,2026-03-04,5.8,5.8,5.8,5.8,2,1,5.8
ABNB260320C00135000,2026-03-04T16:55:00+00:00,2026-03-04 11:55:00-05:00,2026-03-04,5.51,5.51,5.51,5.51,10,1,5.51
ABNB260320C00135000,2026-03-04T17:00:00+00:00,2026-03-04 12:00:00-05:00,2026-03-04,5.47,5.47,5.47,5.47,1,1,5.47
ABNB260320C00135000,2026-03-04T17:30:00+00:00,2026-03-04 12:30:00-05:00,2026-03-04,5.08,5.08,5.08,5.08,1,1,5.08
