bias_threshold,reversal_threshold,entry_mode,trading_date,symbol,event_bias,trade_direction,prior_relative_return,opening_return_10m,entry_price,exit_price,trade_return,result
0.01,0.0015,threshold_only,2026-03-03,HD,SHORT,SHORT,-0.01622601675186508,0.0024599738885453526,364.72,366.955,-0.006127988593989791,LOSS
0.01,0.0015,threshold_only,2026-03-03,HPE,LONG,LONG,0.03870819502428402,-0.006893382352941235,21.61,21.64,0.0013882461823231385,WIN
0.01,0.0015,threshold_only,2026-03-03,HRL,SHORT,SHORT,-0.031036439545401362,0.006288032454361048,24.805,24.6,0.008264462809917286,WIN
0.01,0.0015,threshold_only,2026-03-03,HST,LONG,LONG,0.015579186906542919,-0.0046692607003890885,19.185,19.595,0.021370862653114386,WIN
0.01,0.0015,threshold_only,2026-03-03,ICE,SHORT,SHORT,-0.010806209057382055,0.009660502346122035,164.61,164.695,-0.0005163720308606982,LOSS
0.01,0.0015,threshold_only,2026-03-03,IEX,LONG,LONG,0.010102399413882246,-0.006787983824378951,206.31,209.05,0.013280984925597483,WIN
0.01,0.0015,threshold_only,2026-03-03,INTC,LONG,LONG,0.01954963928019815,-0.005304428044280329,43.13,43.12,-0.00023185717597973277,LOSS
0.01,0.0015,threshold_only,2026-03-03,IQV,SHORT,SHORT,-0.013505011133226663,0.004434331057821428,172.15,174.0,-0.010746442056346176,LOSS
0.01,0.0015,threshold_only,2026-03-03,IRM,LONG,LONG,0.02321588258199747,-0.0036377203619065712,106.82,107.71,0.00833177307620292,WIN
0.01,0.0015,threshold_only,2026-03-03,KEYS,LONG,LONG,0.02376045375167357,-0.006490198977999073,302.33,302.4,0.00023153507756412672,WIN
0.01,0.0015,threshold_only,2026-03-03,KKR,LONG,LONG,0.04818426515927032,-0.0021918440329929956,86.495,90.52,0.04653448176195152,WIN
0.01,0.0015,threshold_only,2026-03-03,L,LONG,LONG,0.011358143807467025,-0.002498864152657765,109.775,111.465,0.015395126394898595,WIN
0.01,0.0015,threshold_only,2026-03-03,LH,SHORT,SHORT,-0.010372621989457653,0.00353400597247,283.965,283.07,0.003151796876375546,WIN
0.01,0.0015,threshold_only,2026-03-03,LITE,LONG,LONG,0.03532423456922551,-0.026105545886835002,710.68,693.6,-0.02403332020037141,LOSS
0.01,0.0015,threshold_only,2026-03-03,LOW,SHORT,SHORT,-0.012970930271038905,0.007664508955164573,253.74,257.77,-0.0158823993063765,LOSS
0.01,0.0015,threshold_only,2026-03-03,LULU,SHORT,SHORT,-0.018016721954135284,0.002827164092101375,172.035,174.28,-0.013049670125265235,LOSS
0.01,0.0015,threshold_only,2026-03-03,MAR,SHORT,SHORT,-0.01275450132394984,0.005205428518312072,324.42,335.95,-0.03554034893039878,LOSS
0.01,0.0015,threshold_only,2026-03-03,MAS,SHORT,SHORT,-0.042307248782298856,0.006631299734747964,68.31,68.03,0.004098960620699767,WIN
0.01,0.0015,threshold_only,2026-03-03,MCD,SHORT,SHORT,-0.025221038077916536,0.006018069366965806,331.825,331.955,-0.00039177277179234675,LOSS
0.01,0.0015,threshold_only,2026-03-03,MCO,SHORT,SHORT,-0.012785946419866856,0.004192575330233428,461.07,464.245,-0.006886156115123542,LOSS
0.01,0.0015,threshold_only,2026-03-03,MET,LONG,LONG,0.01911796916866404,-0.010105233814203252,71.02,72.655,0.02302168403266691,WIN
0.01,0.0015,threshold_only,2026-03-03,MKC,SHORT,SHORT,-0.016965476221179165,0.0015838732901367614,69.56,67.67,0.02717078780908569,WIN
0.01,0.0015,threshold_only,2026-03-03,MMM,SHORT,SHORT,-0.015149139166757641,0.008387875706932668,158.69,158.51,0.001134286974604618,WIN
0.01,0.0015,threshold_only,2026-03-03,MOS,SHORT,SHORT,-0.05789492382801609,0.0086013462976815,26.97,26.79,0.006674082313681859,WIN
0.01,0.0015,threshold_only,2026-03-03,MPC,LONG,LONG,0.01487020930760763,-0.017248220329093233,210.53,211.99,0.006934878639623943,WIN
0.01,0.0015,threshold_only,2026-03-03,MPWR,LONG,LONG,0.0239599322958719,-0.001656702441835467,1108.8,1074.7,-0.030753968253968145,LOSS
0.01,0.0015,threshold_only,2026-03-03,MRK,SHORT,SHORT,-0.024410579821662504,0.0030891254435398974,120.145,119.755,0.0032460776561654718,WIN
0.01,0.0015,threshold_only,2026-03-03,MTD,SHORT,SHORT,-0.020983461917487234,0.006155533415201253,1302.74,1317.045,-0.010980702212260362,LOSS
0.01,0.0015,threshold_only,2026-03-03,NOC,LONG,LONG,0.028323424255407348,-0.006109475549071153,762.97,759.165,-0.004987089924898824,LOSS
0.01,0.0015,threshold_only,2026-03-03,NTAP,LONG,LONG,0.022250583919319666,-0.004485676419614615,97.65,98.8,0.01177675371223752,WIN
0.01,0.0015,threshold_only,2026-03-03,NTRS,LONG,LONG,0.01820979566819525,-0.006080416139462863,141.395,142.15,0.005339651331376594,WIN
0.01,0.0015,threshold_only,2026-03-03,NUE,LONG,LONG,0.013718601728853974,-0.002110366462284241,174.955,177.41,0.014032179703352243,WIN
0.01,0.0015,threshold_only,2026-03-03,OKE,LONG,LONG,0.013298417760838621,-0.009586509586509528,85.75,84.74,-0.011778425655976754,LOSS
0.01,0.0015,threshold_only,2026-03-03,OTIS,LONG,LONG,0.01559452284962326,-0.00983694199411922,92.605,92.395,-0.002267696128718799,LOSS
0.01,0.0015,threshold_only,2026-03-03,PEP,SHORT,SHORT,-0.01962577618705086,0.0023444544634807496,166.74,164.83,0.0114549598176802,WIN
0.01,0.0015,threshold_only,2026-03-03,PFE,SHORT,SHORT,-0.021643700535204258,0.009384384384384381,26.89,26.6,0.010784678319077692,WIN
0.01,0.0015,threshold_only,2026-03-03,PHM,SHORT,SHORT,-0.011503121592610133,0.004944375772558907,130.08,132.02,-0.014913899138991372,LOSS
0.01,0.0015,threshold_only,2026-03-03,PRU,LONG,LONG,0.016693040858417163,-0.00500817661488151,97.35,98.73,0.014175654853621156,WIN
0.01,0.0015,threshold_only,2026-03-03,PSA,LONG,LONG,0.013358690763904946,-0.0051948051948053076,306.4,306.06,-0.0011096605744124188,LOSS
0.01,0.0015,threshold_only,2026-03-03,PWR,LONG,LONG,0.020026740331593684,-0.0020731553424313542,553.56,565.75,0.022021099790447307,WIN
0.01,0.0015,threshold_only,2026-03-03,RDDT,LONG,LONG,0.026119895357570533,-0.01327433628318575,140.49,145.665,0.0368353619474695,WIN
0.01,0.0015,threshold_only,2026-03-03,REGN,LONG,LONG,0.01438185161480554,-0.0019176249482368846,783.32,766.42,-0.021574835316345964,LOSS
0.01,0.0015,threshold_only,2026-03-03,RF,LONG,LONG,0.021618212042457507,-0.002012440541529492,27.275,27.76,0.017781851512373992,WIN
0.01,0.0015,threshold_only,2026-03-03,RJF,LONG,LONG,0.012159347031246881,-0.00796799685214944,151.27,153.85,0.017055595954253766,WIN
0.01,0.0015,threshold_only,2026-03-03,ROK,LONG,LONG,0.01784714237610885,-0.007405829427833854,396.055,398.55,0.006299630101879838,WIN
0.01,0.0015,threshold_only,2026-03-03,SLB,SHORT,SHORT,-0.017872649669309904,0.004678478996615665,50.465,48.55,0.03794709204399101,WIN
0.01,0.0015,threshold_only,2026-03-03,SMCI,LONG,LONG,0.021825217310598388,-0.005991902834008078,30.69,30.67,-0.0006516780710329462,LOSS
0.01,0.0015,threshold_only,2026-03-03,SNDK,SHORT,SHORT,-0.01122300127257736,0.00705699213007005,582.23,565.52,0.028699998282465753,WIN
0.01,0.0015,threshold_only,2026-03-03,SOLV,SHORT,SHORT,-0.016070351961690377,0.004189359028068607,71.91,70.83,0.015018773466833519,WIN
0.01,0.0015,threshold_only,2026-03-03,STLD,LONG,LONG,0.03915600000766073,-0.029507695443889426,190.43,197.4,0.03660137583363965,WIN
0.01,0.0015,threshold_only,2026-03-03,STX,SHORT,SHORT,-0.04721296881717063,0.002740408570004904,362.25,357.48,0.013167701863353988,WIN
0.01,0.0015,threshold_only,2026-03-03,SWKS,LONG,LONG,0.010796765746842407,-0.0032730404823427817,57.86,58.17,0.005357760110611842,WIN
0.01,0.0015,threshold_only,2026-03-03,SYY,SHORT,SHORT,-0.013326488172148543,0.0038489429352372984,89.98,87.98,0.02222716159146477,WIN
0.01,0.0015,threshold_only,2026-03-03,TAP,SHORT,SHORT,-0.012488937286462387,0.00863593798772233,48.47,48.02,0.009284093253558815,WIN
0.01,0.0015,threshold_only,2026-03-03,TECH,SHORT,SHORT,-0.01135530492655612,0.0025031289111390187,56.07,56.97,-0.016051364365971082,LOSS
0.01,0.0015,threshold_only,2026-03-03,TEL,SHORT,SHORT,-0.06675880532715572,0.011754334410813971,206.58,204.27,0.011182108626198093,WIN
0.01,0.0015,threshold_only,2026-03-03,TER,LONG,LONG,0.027963097719319263,-0.007763119509902383,306.115,304.275,-0.0060108129297814505,LOSS
0.01,0.0015,threshold_only,2026-03-03,TFC,LONG,LONG,0.013590038305222318,-0.0027797796767218275,48.43,49.3,0.017964071856287456,WIN
0.01,0.0015,threshold_only,2026-03-03,TMUS,SHORT,SHORT,-0.011686470858381481,0.004282256563023612,215.76,218.53,-0.012838338895068642,LOSS
0.01,0.0015,threshold_only,2026-03-03,TRMB,LONG,LONG,0.02229195448520005,-0.0015492438214681492,67.67,69.19,0.022461947687306028,WIN
0.01,0.0015,threshold_only,2026-03-03,TSLA,LONG,LONG,0.024905235562730388,-0.004960894985952535,393.13,392.625,-0.0012845623585073795,LOSS
0.01,0.0015,threshold_only,2026-03-03,TSN,SHORT,SHORT,-0.013230846950285313,0.007450396047368857,64.23,62.95,0.019928382375836853,WIN
0.01,0.0015,threshold_only,2026-03-03,TTD,LONG,LONG,0.04127497165773186,-0.013289036544850363,23.76,24.995,0.0519781144781144,WIN
0.01,0.0015,threshold_only,2026-03-03,UAL,LONG,LONG,0.023404505336488413,-0.008112057237869674,98.43,102.51,0.041450777202072464,WIN
0.01,0.0015,threshold_only,2026-03-03,ULTA,SHORT,SHORT,-0.012273669111969365,0.005335308253857862,665.16,668.98,-0.005742979132840295,LOSS
0.01,0.0015,threshold_only,2026-03-03,VRSK,LONG,LONG,0.015848843789221467,-0.0020931818716338757,212.15,214.74,0.012208343153429224,WIN
0.01,0.0015,threshold_only,2026-03-03,VTRS,LONG,LONG,0.043718388636287075,-0.013175230566534912,14.98,14.9,-0.005340453938584733,LOSS
0.01,0.0015,threshold_only,2026-03-03,WAT,SHORT,SHORT,-0.03203473392185208,0.011040150502499957,306.33,312.21,-0.019194985799627837,LOSS
0.01,0.0015,threshold_only,2026-03-03,WFC,LONG,LONG,0.029578205103798716,-0.008333847768380864,80.32,82.485,0.026954681274900416,WIN
0.01,0.0015,threshold_only,2026-03-03,WMT,SHORT,SHORT,-0.013371941300423407,0.006323110970597456,127.32,127.92,-0.004712535344015147,LOSS
0.01,0.0015,threshold_only,2026-03-03,XYZ,LONG,LONG,0.05007336318365363,-0.014117832636643346,62.5,62.84,0.005440000000000111,WIN
0.01,0.0015,threshold_only,2026-03-03,ZBH,LONG,LONG,0.01060081964414139,-0.003164880040837148,97.64,97.995,0.003635804997951686,WIN
0.01,0.0015,threshold_only,2026-03-04,ABBV,SHORT,SHORT,-0.012312255682742412,0.002056731510840848,233.86,236.2,-0.010005986487642072,LOSS
0.01,0.0015,threshold_only,2026-03-04,AJG,SHORT,SHORT,-0.023083877259775232,0.0026808453599034276,224.41,225.44,-0.004589813288177894,LOSS
0.01,0.0015,threshold_only,2026-03-04,AKAM,LONG,LONG,0.060779320470516485,-0.002700579397034164,101.555,103.02,0.014425680665649088,WIN
0.01,0.0015,threshold_only,2026-03-04,ANET,SHORT,SHORT,-0.030216423997195263,0.005772230889235619,128.94,134.875,-0.04602916085000777,LOSS
0.01,0.0015,threshold_only,2026-03-04,APA,SHORT,SHORT,-0.04911804014326637,0.005985118084762098,31.095,31.11,-0.0004823926676314703,LOSS
0.01,0.0015,threshold_only,2026-03-04,APTV,LONG,LONG,0.027035382488021842,-0.00221975582685896,71.92,73.42,0.020856507230255783,WIN
0.01,0.0015,threshold_only,2026-03-04,AVGO,LONG,LONG,0.019826658421233656,-0.005302394783076481,314.22,317.1,0.009165552797403054,WIN
0.01,0.0015,threshold_only,2026-03-04,AXON,LONG,LONG,0.05256504925815553,-0.010191093832526588,571.58,569.68,-0.0033241191084364408,LOSS
0.01,0.0015,threshold_only,2026-03-04,AXP,LONG,LONG,0.018204640769112324,-0.0052894647449895915,307.47,311.11,0.011838553354798886,WIN
0.01,0.0015,threshold_only,2026-03-04,BAC,LONG,LONG,0.0295334063912005,-0.010997800439911942,49.46,50.28,0.01657905378083302,WIN
0.01,0.0015,threshold_only,2026-03-04,BBY,LONG,LONG,0.03061058617201806,-0.003696718219539874,66.03,67.41,0.02089959109495676,WIN
0.01,0.0015,threshold_only,2026-03-04,BEN,LONG,LONG,0.03815525855238633,-0.006548175865294659,26.55,26.57,0.0007532956685498693,WIN
0.01,0.0015,threshold_only,2026-03-04,BF.B,SHORT,SHORT,-0.020460722681293397,0.006363949088407317,29.255,26.27,0.10203384036916764,WIN
0.01,0.0015,threshold_only,2026-03-04,BLK,LONG,LONG,0.03226271207874554,-0.004042572305306247,1053.22,1049.22,-0.0037978769867643702,LOSS
0.01,0.0015,threshold_only,2026-03-04,BMY,SHORT,SHORT,-0.023061662589531684,0.00478662988804146,61.925,62.31,-0.006217198223657733,LOSS
0.01,0.0015,threshold_only,2026-03-04,BRK.B,SHORT,SHORT,-0.03500768161896051,0.008835758835758822,485.25,487.505,-0.004647089129314777,LOSS
0.01,0.0015,threshold_only,2026-03-04,C,LONG,LONG,0.05744171406507115,-0.004746126981284182,111.14,111.34,0.0017995321216484061,WIN
0.01,0.0015,threshold_only,2026-03-04,CCI,LONG,LONG,0.016380234651116377,-0.002284249818931383,89.54,91.14,0.017869108778199694,WIN
0.01,0.0015,threshold_only,2026-03-04,CCL,LONG,LONG,0.0239104765204341,-0.014178190092770881,28.16,28.0,-0.005681818181818232,LOSS
0.01,0.0015,threshold_only,2026-03-04,CDNS,LONG,LONG,0.011618741326695492,-0.00934221482098252,297.445,305.48,0.027013397434819897,WIN
0.01,0.0015,threshold_only,2026-03-04,CDW,LONG,LONG,0.04719104915537886,-0.021087812835714037,123.015,124.85,0.014916880055277693,WIN
0.01,0.0015,threshold_only,2026-03-04,CF,SHORT,SHORT,-0.021503078188119806,0.005511328842620955,106.73,104.61,0.01986320622130614,WIN
0.01,0.0015,threshold_only,2026-03-04,CFG,LONG,LONG,0.01877198805385838,-0.007258468212915092,59.495,60.195,0.011765694596184595,WIN
0.01,0.0015,threshold_only,2026-03-04,CHRW,LONG,LONG,0.051853659853882794,-0.01007647788342303,191.57,189.865,-0.008900140940648282,LOSS
0.01,0.0015,threshold_only,2026-03-04,CINF,LONG,LONG,0.026676511194927643,-0.009109311740890691,166.43,167.98,0.00931322477918628,WIN
0.01,0.0015,threshold_only,2026-03-04,CMG,LONG,LONG,0.020380142970139348,-0.015114709851551833,36.49,36.68,0.005206906001644196,WIN
0.01,0.0015,threshold_only,2026-03-04,COF,LONG,LONG,0.023527034836658967,-0.007076923076923092,193.62,195.66,0.010536101642392381,WIN
0.01,0.0015,threshold_only,2026-03-04,COHR,LONG,LONG,0.05081102365463064,-0.036678423658685455,284.045,274.81,-0.032512454012568526,LOSS
0.01,0.0015,threshold_only,2026-03-04,CRM,LONG,LONG,0.016278292763844737,-0.007650524060898167,194.565,193.0,-0.008043584406239535,LOSS
0.01,0.0015,threshold_only,2026-03-04,CRWD,LONG,LONG,0.07423650992861353,-0.005450755466939516,384.08,407.73,0.06157571339304324,WIN
0.01,0.0015,threshold_only,2026-03-04,CTSH,LONG,LONG,0.013225978782069214,-0.002098228162884741,64.205,65.135,0.014484853204579151,WIN
0.01,0.0015,threshold_only,2026-03-04,DAL,LONG,LONG,0.041117014650342565,-0.00987197285207464,64.19,63.81,-0.0059199252219971354,LOSS
0.01,0.0015,threshold_only,2026-03-04,DOV,LONG,LONG,0.01489853607242897,-0.003135361920014401,220.97,221.78,0.0036656559713987846,WIN
0.01,0.0015,threshold_only,2026-03-04,DOW,LONG,LONG,0.011780833430380833,-0.01722518008142815,31.38,32.33,0.030274059910771145,WIN
0.01,0.0015,threshold_only,2026-03-04,DPZ,LONG,LONG,0.031939959234303705,-0.0022319795096962247,409.035,406.48,-0.006246409231483896,LOSS
0.01,0.0015,threshold_only,2026-03-04,DVA,SHORT,SHORT,-0.02343090845245077,0.003072450361756296,151.81,154.69,-0.01897108227389497,LOSS
0.01,0.0015,threshold_only,2026-03-04,ECHO,LONG,LONG,0.016067100479319585,-0.03674451999831063,114.035,114.14,0.0009207699390538782,WIN
0.01,0.0015,threshold_only,2026-03-04,ELV,SHORT,SHORT,-0.1022453893736811,0.018133802816901357,289.15,291.61,-0.008507694968009811,LOSS
0.01,0.0015,threshold_only,2026-03-04,EME,LONG,LONG,0.028383121620897844,-0.0047449902821525836,742.51,740.715,-0.0024174758589109446,LOSS
0.01,0.0015,threshold_only,2026-03-04,EOG,SHORT,SHORT,-0.01491491143658319,0.0032724080134087785,125.7,127.94,-0.017820206841686514,LOSS
0.01,0.0015,threshold_only,2026-03-04,EQIX,LONG,LONG,0.016622086331003594,-0.001968047562866726,968.595,969.51,0.0009446672757964514,WIN
0.01,0.0015,threshold_only,2026-03-04,EXPD,LONG,LONG,0.014698283224354292,-0.005135482127170854,147.23,146.89,-0.0023093119608775803,LOSS
0.01,0.0015,threshold_only,2026-03-04,F,SHORT,SHORT,-0.07867393463241201,0.015063731170336103,13.14,12.81,0.025114155251141558,WIN
0.01,0.0015,threshold_only,2026-03-04,FANG,SHORT,SHORT,-0.05317277482086791,0.00315692802204115,174.77,176.81,-0.011672483835898563,LOSS
0.01,0.0015,threshold_only,2026-03-04,FCX,LONG,LONG,0.02504114195931173,-0.0018698578908002972,66.725,65.925,-0.01198950917946795,LOSS
0.01,0.0015,threshold_only,2026-03-04,FDS,LONG,LONG,0.03969317723634247,-0.008475336322869897,221.11,225.44,0.019583012979964565,WIN
0.01,0.0015,threshold_only,2026-03-04,FDX,LONG,LONG,0.011746056246631165,-0.008332251784555433,382.04,384.18,0.00560150769552914,WIN
0.01,0.0015,threshold_only,2026-03-04,FFIV,LONG,LONG,0.03308149250249115,-0.004974768261694407,278.02,286.285,0.029728077116754292,WIN
0.01,0.0015,threshold_only,2026-03-04,FICO,LONG,LONG,0.031851953575076086,-0.013262983654045102,1430.67,1462.31,0.022115512312413044,WIN
0.01,0.0015,threshold_only,2026-03-04,FITB,LONG,LONG,0.01777059985140994,-0.009059794644654784,49.22,49.52,0.006095083299471948,WIN
0.01,0.0015,threshold_only,2026-03-04,FIX,LONG,LONG,0.035679374624986604,-0.01795807195929977,1391.74,1429.44,0.02708839294695853,WIN
0.01,0.0015,threshold_only,2026-03-04,FOXA,LONG,LONG,0.010167475228539669,-0.003228057930553141,57.125,58.41,0.022494529540481256,WIN
0.01,0.0015,threshold_only,2026-03-04,FRT,LONG,LONG,0.02670816029171319,-0.0018222404446265328,109.555,110.2,0.005887453790333508,WIN
0.01,0.0015,threshold_only,2026-03-04,GEN,LONG,LONG,0.011025271852349361,-0.006896551724137945,22.32,22.28,-0.0017921146953404632,LOSS
0.01,0.0015,threshold_only,2026-03-04,GNRC,LONG,LONG,0.04683656818609627,-0.01727468525878728,221.295,220.88,-0.0018753247926974748,LOSS
0.01,0.0015,threshold_only,2026-03-04,GOOG,LONG,LONG,0.01282053334698574,-0.0031383172012817706,301.76,303.29,0.005070254506893024,WIN
0.01,0.0015,threshold_only,2026-03-04,GOOGL,LONG,LONG,0.012011836776432139,-0.0036166066651251993,301.675,303.1,0.004723626419159688,WIN
0.01,0.0015,threshold_only,2026-03-04,GPN,LONG,LONG,0.04023251468887068,-0.012071401053037056,76.93,77.56,0.008189262966332933,WIN
0.01,0.0015,threshold_only,2026-03-04,GRMN,LONG,LONG,0.030883180536362964,-0.0018444266238973883,248.94,251.15,0.008877641198682396,WIN
0.01,0.0015,threshold_only,2026-03-04,GS,LONG,LONG,0.05185146681284225,-0.008615136876006457,861.91,867.425,0.006398579898133194,WIN
0.01,0.0015,threshold_only,2026-03-04,HBAN,LONG,LONG,0.02127445769681624,-0.013029315960912169,16.665,16.81,0.008700870087008594,WIN
